task,dataset,boot_iter,algorithm,scoring,n_leaves,max_leaves,regularization,train_score,test_score,train_wall_time,test_wall_time,train_cpu_time,test_cpu_time,tunning_wall_time,tunning_cpu_time
classification,heart,0,HS (CART),AUC,14,15,50.0,0.9433750000000001,0.75925,0.00025200843811035156,0.00011301040649414062,0.0002521400000148333,0.00011354000000096676,0.01828765869140625,0.01828774500000918
classification,heart,0,HS (CART-CCP),AUC,15,15,0.1,0.9665625,0.71025,0.00026607513427734375,0.00011467933654785156,0.0002663599999834787,0.00011509999998793319,0.11643743515014648,0.11643794199997615
classification,heart,0,DT,AUC,19,20,None,0.9789375,0.67875,0.0003848075866699219,0.00013017654418945312,0.00038442999999688254,0.0001305799999897772,,
classification,heart,0,CCP,AUC,21,20,0.005555555555555556,0.9883124999999999,0.75,0.0004024505615234375,0.00011563301086425781,0.0004027000000235148,0.00011620999998740444,0.009677410125732422,0.009677422999999408
classification,heart,0,HS (CART),AUC,19,20,25.0,0.9486875,0.75575,0.0003120899200439453,0.00011587142944335938,0.00031223999999951957,0.00011607000001845336,0.0194394588470459,0.019441024999991896
classification,heart,0,HS (CART-CCP),AUC,21,20,0.1,0.9883124999999999,0.7607499999999999,0.0003414154052734375,0.00011610984802246094,0.0003421099999911803,0.00011696999999344371,0.1186685562133789,0.1186697029999948
classification,heart,0,DT,AUC,23,24,None,0.9870625000000001,0.7162500000000002,0.0004394054412841797,0.00012826919555664062,0.00043904000000338783,0.00012850999999614032,,
classification,heart,0,CCP,AUC,23,24,0.0052910052910052924,0.9895625,0.7259999999999999,0.00039458274841308594,0.00011229515075683594,0.00039511999997898783,0.00011266000001342036,0.009858846664428711,0.009858753000003162
classification,heart,0,HS (CART),AUC,23,24,0.1,0.9870625000000001,0.7135000000000001,0.00037479400634765625,0.00011515617370605469,0.0003750600000103077,0.0001152400000137277,0.01997518539428711,0.019975645000016584
classification,heart,0,HS (CART-CCP),AUC,23,24,0.1,0.9895625,0.7505,0.00036025047302246094,0.00011730194091796875,0.00036055000001056214,0.00011763999998493091,0.11972570419311523,0.11972672200002421
